feature,mean_abs_shap
Site_4.0,0.09697099214300482
SALT,0.06839739744457654
25(OH)D3,0.06472071731352895
Age,0.06325869502608786
Short_lanugo,0.05691098246287136
Mutiple,0.05497239554127862
Duration,0.042636969698876516
tIgE,0.04137752002366608
Excl_mark,0.04023383400078852
Black_dot,0.035427076686836444
