model,AUC_median,AUC_ci_low,AUC_ci_high,F1_median,F1_ci_low,F1_ci_high,ACC_median,ACC_ci_low,ACC_ci_high,PRE_median,PRE_ci_low,PRE_ci_high,SEN_median,SEN_ci_low,SEN_ci_high,SPE_median,SPE_ci_low,SPE_ci_high,n_boot,thr,auc_nan,spe_nan
STACK,0.7843588690975837,0.743067526974304,0.8195972290600578,0.7873303167420814,0.7531913884673748,0.8211196514743043,0.7349624060150376,0.6973684210526315,0.7725563909774437,0.7656255044390637,0.7203556231003039,0.8095443349753695,0.8105590062111802,0.7672825366206523,0.8532986574621457,0.6146565227120161,0.5485320201643017,0.680415950744559,1000,0.5,0,0
