model,AUC_median,AUC_ci_low,AUC_ci_high,F1_median,F1_ci_low,F1_ci_high,ACC_median,ACC_ci_low,ACC_ci_high,PRE_median,PRE_ci_low,PRE_ci_high,SEN_median,SEN_ci_low,SEN_ci_high,SPE_median,SPE_ci_low,SPE_ci_high,n_boot,thr,auc_nan,spe_nan
STACK,0.8447535113241222,0.8192243924845989,0.8688336897061306,0.8310665294098658,0.8101618800691398,0.8519090660302794,0.7874439461883408,0.7632062780269058,0.8116591928251121,0.7960263157894737,0.7673788606351631,0.8242696632464683,0.8695652173913043,0.8444074744586149,0.8966565349544073,0.6644591611479028,0.6181798113586193,0.7056360660909342,1000,0.5,0,0
